epoch	acc	certified
4	0.27436667680740356	0.00033333332976326346
9	0.3671000003814697	0.0
14	0.3654833436012268	0.0
19	0.29295000433921814	5.0000002374872565e-05
24	0.2552666664123535	0.0019500000635161996
29	0.34275001287460327	0.000733333348762244
34	0.34466665983200073	0.00013333333481568843
39	0.3266333341598511	0.010266667231917381
44	0.47464999556541443	0.00989999994635582
49	0.47361665964126587	0.06308333575725555
54	0.5057500004768372	0.057333335280418396
59	0.6488000154495239	0.058000002056360245
64	0.7045833468437195	0.06424999982118607
69	0.7176499962806702	0.06991666555404663
74	0.7373666763305664	0.09449999779462814
79	0.8089666962623596	0.09539999812841415
84	0.8668666481971741	0.09120000153779984
89	0.8984166979789734	0.0992666706442833
94	0.9370333552360535	0.10450000315904617
99	0.9659166932106018	0.1021166667342186
104	0.9609000086784363	0.10703333467245102
109	0.979033350944519	0.10855000466108322
114	0.9871500134468079	0.11349999904632568
119	0.989633321762085	0.11991667002439499
124	0.9903333187103271	0.11593333631753922
129	0.9917333722114563	0.1453833281993866
134	0.9927166700363159	0.14738333225250244
139	0.9929666519165039	0.17508333921432495
144	0.9932000041007996	0.22259999811649323
149	0.9936500191688538	0.22343333065509796
154	0.992983341217041	0.3421666622161865
159	0.9933833479881287	0.3436333239078522
164	0.9933333396911621	0.48401668667793274
169	0.9933833479881287	0.5633666515350342
174	0.9933833479881287	0.6208833456039429
179	0.9930000305175781	0.6621166467666626
184	0.9930500388145447	0.7747833132743835
189	0.9928500056266785	0.8174833655357361
194	0.9932500123977661	0.8431333303451538
199	0.9931833148002625	0.8774999976158142
204	0.993066668510437	0.8961833715438843
209	0.9931666851043701	0.9117833375930786
214	0.992900013923645	0.9200167059898376
219	0.9927999973297119	0.9248499870300293
224	0.992733359336853	0.9278833270072937
229	0.9928500056266785	0.9299166798591614
234	0.993316650390625	0.9326666593551636
239	0.9932000041007996	0.9349833726882935
244	0.9924666881561279	0.9363999962806702
249	0.992566704750061	0.9379333257675171
254	0.9922500252723694	0.9391166567802429
259	0.9926000237464905	0.9404000043869019
264	0.9923000335693359	0.9408833384513855
269	0.9922333359718323	0.9443833231925964
274	0.992733359336853	0.942799985408783
279	0.9919833540916443	0.9433333277702332
284	0.9926833510398865	0.9441333413124084
289	0.9920499920845032	0.9443333148956299
294	0.9923000335693359	0.9451666474342346
299	0.9925000071525574	0.9450333714485168
304	0.9915333390235901	0.9455833435058594
309	0.9923166632652283	0.9460833668708801
314	0.9919999837875366	0.9454833269119263
319	0.9924166798591614	0.9464666843414307
324	0.9922167062759399	0.947266697883606
329	0.9920166730880737	0.9470333456993103
334	0.9922000169754028	0.947783350944519
339	0.9922000169754028	0.9473000168800354
344	0.9925500154495239	0.9474499821662903
349	0.9918833374977112	0.9483166933059692
354	0.9923166632652283	0.9480666518211365
359	0.9923333525657654	0.9491333365440369
364	0.9922333359718323	0.9478833675384521
369	0.9919000267982483	0.9485000371932983
374	0.9924333691596985	0.9491666555404663
379	0.9919999837875366	0.9489666819572449
384	0.9922333359718323	0.9486333727836609
389	0.9926666617393494	0.9487333297729492
394	0.9926333427429199	0.9499333500862122
399	0.9923666715621948	0.9494333267211914
404	0.9919999837875366	0.94964998960495
409	0.9917166829109192	0.9508000016212463
414	0.9919833540916443	0.9503666758537292
419	0.992733359336853	0.9514833688735962
424	0.9919500350952148	0.949916660785675
429	0.992816686630249	0.9510499835014343
434	0.9922833442687988	0.949833333492279
439	0.9924833178520203	0.9504500031471252
444	0.9921500086784363	0.9501667022705078
445	0.9924333691596985	0.9505666494369507
446	0.9925166964530945	0.9521666765213013
447	0.9922500252723694	0.9501166939735413
448	0.9925166964530945	0.9509833455085754
449	0.9919666647911072	0.9496166706085205
