epoch	acc	certified
4	0.1666799932718277	0.1561799943447113
9	0.17311999201774597	0.1478399932384491
14	0.13641999661922455	0.1215599998831749
19	0.13689999282360077	0.11655999720096588
24	0.11975999921560287	0.10548000037670135
29	0.16473999619483948	0.14059999585151672
34	0.16954000294208527	0.13752000033855438
39	0.14513999223709106	0.1256600022315979
44	0.12647999823093414	0.11319999396800995
49	0.15765999257564545	0.13633999228477478
54	0.1228799968957901	0.10785999894142151
59	0.12624000012874603	0.09713999927043915
64	0.13235999643802643	0.10849999636411667
69	0.12814000248908997	0.11552000045776367
74	0.11840000003576279	0.10311999917030334
79	0.12545999884605408	0.09851999580860138
84	0.12581999599933624	0.09603999555110931
89	0.12085999548435211	0.10729999840259552
94	0.13553999364376068	0.11772000044584274
99	0.1410599946975708	0.12107999622821808
104	0.11483999341726303	0.09702000021934509
109	0.11285999417304993	0.09019999951124191
114	0.12770000100135803	0.09971999377012253
119	0.1424199938774109	0.10232000052928925
124	0.13628000020980835	0.10757999867200851
129	0.13517999649047852	0.11547999829053879
134	0.13152000308036804	0.10653999447822571
139	0.1233999952673912	0.10241999477148056
144	0.11471999436616898	0.10213999450206757
149	0.14283999800682068	0.11084000021219254
154	0.12280000001192093	0.09651999920606613
159	0.13143999874591827	0.10773999989032745
164	0.15091998875141144	0.12373999506235123
169	0.15743999183177948	0.13259999454021454
174	0.13665999472141266	0.1134599968791008
179	0.1431400030851364	0.11897999793291092
184	0.15887999534606934	0.12904000282287598
189	0.12267999351024628	0.10307999700307846
194	0.13582000136375427	0.10751999914646149
199	0.1648399978876114	0.13752000033855438
204	0.15063999593257904	0.12119999527931213
209	0.15371999144554138	0.12497999519109726
214	0.14535999298095703	0.11643999814987183
219	0.15160000324249268	0.12029999494552612
224	0.1618800014257431	0.12195999920368195
229	0.15002000331878662	0.11493999511003494
234	0.13077999651432037	0.10663999617099762
239	0.14475999772548676	0.11385999619960785
244	0.15041999518871307	0.11923999339342117
249	0.1627199947834015	0.12929999828338623
254	0.1657799929380417	0.1398800015449524
259	0.1532599925994873	0.12957999110221863
264	0.17017999291419983	0.13565999269485474
269	0.17309999465942383	0.14212000370025635
274	0.17496000230312347	0.13728000223636627
279	0.1732800006866455	0.13881999254226685
284	0.16721999645233154	0.13898000121116638
289	0.16008000075817108	0.12511999905109406
294	0.16638000309467316	0.13289999961853027
299	0.18097999691963196	0.14338000118732452
304	0.17549999058246613	0.13808000087738037
309	0.18803998827934265	0.14710000157356262
314	0.16911999881267548	0.12941999733448029
319	0.1942799985408783	0.15133999288082123
324	0.1869799941778183	0.1475600004196167
329	0.18869999051094055	0.14316000044345856
334	0.20349998772144318	0.15427999198436737
339	0.1896599978208542	0.1408199965953827
